alternative,Q,Region,PLS,System,method,profile,rank
Accra_PLS85_PV+battery+diesel,0.7333170335539735,Accra,85,PV+battery+diesel,vikor,sustainable,9955
Lusaka_PLS85_PV+battery+diesel,0.7335797338276069,Lusaka,85,PV+battery+diesel,vikor,sustainable,9956
Lodwar_PLS85_PV+battery+diesel,0.73358991946444,Lodwar,85,PV+battery+diesel,vikor,sustainable,9957
Accra_PLS85_PV+battery+diesel,0.7336329859809284,Accra,85,PV+battery+diesel,vikor,sustainable,9958
Lusaka_PLS85_PV+battery+diesel,0.7338698803536687,Lusaka,85,PV+battery+diesel,vikor,sustainable,9959
Lusaka_PLS85_PV+battery+diesel,0.733893518541437,Lusaka,85,PV+battery+diesel,vikor,sustainable,9960
Lodwar_PLS85_PV+battery+diesel,0.7339671678663386,Lodwar,85,PV+battery+diesel,vikor,sustainable,9961
Lusaka_PLS85_PV+battery+diesel,0.7340278952210365,Lusaka,85,PV+battery+diesel,vikor,sustainable,9962
Lusaka_PLS85_PV+battery+diesel,0.7342176210009836,Lusaka,85,PV+battery+diesel,vikor,sustainable,9963
Lusaka_PLS85_PV+battery+diesel,0.7344944638936617,Lusaka,85,PV+battery+diesel,vikor,sustainable,9964
Lusaka_PLS85_PV+battery+diesel,0.7345589066995628,Lusaka,85,PV+battery+diesel,vikor,sustainable,9965
