alternative,Q,Region,PLS,System,method,profile,rank
Lodwar_PLS100_PV+battery+diesel,0.12376715504753678,Lodwar,100,PV+battery+diesel,vikor,resilient,1716
Accra_PLS100_PV+battery+diesel,0.12380979328896749,Accra,100,PV+battery+diesel,vikor,resilient,1717
Lodwar_PLS100_Diesel only,0.12381370123322788,Lodwar,100,Diesel only,vikor,resilient,1718
Accra_PLS100_Diesel only,0.12381370123322788,Accra,100,Diesel only,vikor,resilient,1719
Lodwar_PLS100_Diesel only,0.12381370123322788,Lodwar,100,Diesel only,vikor,resilient,1720
Lusaka_PLS100_Diesel only,0.12381370123322788,Lusaka,100,Diesel only,vikor,resilient,1721
Accra_PLS100_Diesel only,0.12381370123322788,Accra,100,Diesel only,vikor,resilient,1722
Accra_PLS100_Diesel only,0.12381370123322788,Accra,100,Diesel only,vikor,resilient,1723
Lusaka_PLS100_Diesel only,0.12381370123322788,Lusaka,100,Diesel only,vikor,resilient,1724
Lodwar_PLS100_Diesel only,0.12381370123322788,Lodwar,100,Diesel only,vikor,resilient,1725
Lusaka_PLS100_Diesel only,0.12381370123322788,Lusaka,100,Diesel only,vikor,resilient,1726
Accra_PLS100_PV+battery+diesel,0.12382475934626475,Accra,100,PV+battery+diesel,vikor,resilient,1727
Accra_PLS100_PV+battery+diesel,0.12385252826784736,Accra,100,PV+battery+diesel,vikor,resilient,1728
Lusaka_PLS100_PV+battery+diesel,0.12385670978553605,Lusaka,100,PV+battery+diesel,vikor,resilient,1729
Lodwar_PLS100_PV+battery+diesel,0.12387431442096539,Lodwar,100,PV+battery+diesel,vikor,resilient,1730
Accra_PLS100_PV+battery+diesel,0.1239140538093556,Accra,100,PV+battery+diesel,vikor,resilient,1731
Lodwar_PLS100_PV+battery+diesel,0.12395056319697247,Lodwar,100,PV+battery+diesel,vikor,resilient,1732
Lodwar_PLS100_PV+battery+diesel,0.12396174994656836,Lodwar,100,PV+battery+diesel,vikor,resilient,1733
Lodwar_PLS100_PV+battery,0.12397393036830637,Lodwar,100,PV+battery,vikor,resilient,1734
Lodwar_PLS100_PV+battery,0.12397393036830637,Lodwar,100,PV+battery,vikor,resilient,1735
Lodwar_PLS100_PV+battery,0.12397393036830637,Lodwar,100,PV+battery,vikor,resilient,1736
Lodwar_PLS100_PV+battery,0.12397393036830637,Lodwar,100,PV+battery,vikor,resilient,1737
Lodwar_PLS100_PV+battery,0.12397393036830637,Lodwar,100,PV+battery,vikor,resilient,1738
Lodwar_PLS100_PV+battery,0.12397393036830637,Lodwar,100,PV+battery,vikor,resilient,1739
Lodwar_PLS100_PV+battery,0.12397393036830637,Lodwar,100,PV+battery,vikor,resilient,1740
Lodwar_PLS100_PV+battery,0.12397393036830637,Lodwar,100,PV+battery,vikor,resilient,1741
Lodwar_PLS100_PV+battery,0.12397393036830637,Lodwar,100,PV+battery,vikor,resilient,1742
Accra_PLS100_PV+battery+diesel,0.12398066280162892,Accra,100,PV+battery+diesel,vikor,resilient,1743
Lodwar_PLS100_PV+battery+diesel,0.12398075936767346,Lodwar,100,PV+battery+diesel,vikor,resilient,1744
Lodwar_PLS100_PV+battery+diesel,0.12400775737939723,Lodwar,100,PV+battery+diesel,vikor,resilient,1745
Lusaka_PLS100_PV+battery+diesel,0.12401252426365067,Lusaka,100,PV+battery+diesel,vikor,resilient,1746
Accra_PLS100_PV+battery+diesel,0.12401580930741266,Accra,100,PV+battery+diesel,vikor,resilient,1747
Accra_PLS100_PV+battery+diesel,0.12403398976587314,Accra,100,PV+battery+diesel,vikor,resilient,1748
Lodwar_PLS100_PV+battery+diesel,0.12404887694814272,Lodwar,100,PV+battery+diesel,vikor,resilient,1749
