alternative,score,Region,PLS,System,method,profile,rank
Accra_PLS100_PV+battery,0.9999889102504205,Accra,100,PV+battery,fuzzy_topsis,economic,179
Accra_PLS100_PV+battery,0.9999889102504205,Accra,100,PV+battery,fuzzy_topsis,economic,180
Lodwar_PLS100_PV+battery,0.9999888172826986,Lodwar,100,PV+battery,fuzzy_topsis,economic,181
Lodwar_PLS100_PV+battery,0.9999888172826986,Lodwar,100,PV+battery,fuzzy_topsis,economic,182
Lodwar_PLS100_PV+battery,0.9999888172826986,Lodwar,100,PV+battery,fuzzy_topsis,economic,183
Lodwar_PLS100_PV+battery,0.9999888172826986,Lodwar,100,PV+battery,fuzzy_topsis,economic,184
Lodwar_PLS100_PV+battery,0.9999888172826986,Lodwar,100,PV+battery,fuzzy_topsis,economic,185
Lodwar_PLS100_PV+battery,0.9999888172826986,Lodwar,100,PV+battery,fuzzy_topsis,economic,186
Lodwar_PLS100_PV+battery,0.9999888172826986,Lodwar,100,PV+battery,fuzzy_topsis,economic,187
Lodwar_PLS100_PV+battery,0.9999888172826986,Lodwar,100,PV+battery,fuzzy_topsis,economic,188
Lodwar_PLS100_PV+battery,0.9999888172826986,Lodwar,100,PV+battery,fuzzy_topsis,economic,189
Lodwar_PLS100_PV+battery,0.9999887354187079,Lodwar,100,PV+battery,fuzzy_topsis,economic,190
Lodwar_PLS100_PV+battery,0.9999887354187079,Lodwar,100,PV+battery,fuzzy_topsis,economic,191
Lodwar_PLS100_PV+battery,0.9999887354187079,Lodwar,100,PV+battery,fuzzy_topsis,economic,192
Lodwar_PLS100_PV+battery,0.9999887354187079,Lodwar,100,PV+battery,fuzzy_topsis,economic,193
Lodwar_PLS100_PV+battery,0.9999887354187079,Lodwar,100,PV+battery,fuzzy_topsis,economic,194
Lodwar_PLS100_PV+battery,0.9999887354187079,Lodwar,100,PV+battery,fuzzy_topsis,economic,195
Lodwar_PLS100_PV+battery,0.9999887354187079,Lodwar,100,PV+battery,fuzzy_topsis,economic,196
Lodwar_PLS100_PV+battery,0.9999887354187079,Lodwar,100,PV+battery,fuzzy_topsis,economic,197
Lodwar_PLS100_PV+battery,0.9999887354187079,Lodwar,100,PV+battery,fuzzy_topsis,economic,198
Lodwar_PLS100_PV+battery,0.9999886439449396,Lodwar,100,PV+battery,fuzzy_topsis,economic,199
Lodwar_PLS100_PV+battery,0.9999886439449396,Lodwar,100,PV+battery,fuzzy_topsis,economic,200
Lodwar_PLS100_PV+battery,0.9999886439449396,Lodwar,100,PV+battery,fuzzy_topsis,economic,201
Lodwar_PLS100_PV+battery,0.9999886439449396,Lodwar,100,PV+battery,fuzzy_topsis,economic,202
Lodwar_PLS100_PV+battery,0.9999886439449396,Lodwar,100,PV+battery,fuzzy_topsis,economic,203
Lodwar_PLS100_PV+battery,0.9999886439449396,Lodwar,100,PV+battery,fuzzy_topsis,economic,204
Lodwar_PLS100_PV+battery,0.9999886439449396,Lodwar,100,PV+battery,fuzzy_topsis,economic,205
Lodwar_PLS100_PV+battery,0.9999886439449396,Lodwar,100,PV+battery,fuzzy_topsis,economic,206
Lodwar_PLS100_PV+battery,0.9999886439449396,Lodwar,100,PV+battery,fuzzy_topsis,economic,207
Accra_PLS100_PV+battery,0.9999885379011402,Accra,100,PV+battery,fuzzy_topsis,economic,208
Accra_PLS100_PV+battery,0.9999885379011402,Accra,100,PV+battery,fuzzy_topsis,economic,209
Accra_PLS100_PV+battery,0.9999885379011402,Accra,100,PV+battery,fuzzy_topsis,economic,210
Accra_PLS100_PV+battery,0.9999885379011402,Accra,100,PV+battery,fuzzy_topsis,economic,211
Accra_PLS100_PV+battery,0.9999885379011402,Accra,100,PV+battery,fuzzy_topsis,economic,212
