alternative,score,Region,PLS,System,method,profile,rank
Accra_PLS100_Diesel only,0.8079541375525746,Accra,100,Diesel only,topsis,resilient,9211
Accra_PLS100_Diesel only,0.8079541375525746,Accra,100,Diesel only,topsis,resilient,9212
Lusaka_PLS100_Diesel only,0.8079541375525746,Lusaka,100,Diesel only,topsis,resilient,9213
Lusaka_PLS100_PV+battery+diesel,0.8078712972291897,Lusaka,100,PV+battery+diesel,topsis,resilient,9214
Accra_PLS80_Diesel only,0.807856929928575,Accra,80,Diesel only,topsis,resilient,9215
Lodwar_PLS80_Diesel only,0.807856929928575,Lodwar,80,Diesel only,topsis,resilient,9216
Accra_PLS80_Diesel only,0.807856929928575,Accra,80,Diesel only,topsis,resilient,9217
Accra_PLS80_Diesel only,0.807856929928575,Accra,80,Diesel only,topsis,resilient,9218
Lodwar_PLS80_Diesel only,0.807856929928575,Lodwar,80,Diesel only,topsis,resilient,9219
Lusaka_PLS80_Diesel only,0.807856929928575,Lusaka,80,Diesel only,topsis,resilient,9220
Lodwar_PLS80_Diesel only,0.807856929928575,Lodwar,80,Diesel only,topsis,resilient,9221
Lusaka_PLS80_Diesel only,0.807856929928575,Lusaka,80,Diesel only,topsis,resilient,9222
Lusaka_PLS80_Diesel only,0.807856929928575,Lusaka,80,Diesel only,topsis,resilient,9223
Lodwar_PLS80_Diesel only,0.8077941556902005,Lodwar,80,Diesel only,topsis,resilient,9224
Accra_PLS80_Diesel only,0.8077941556902005,Accra,80,Diesel only,topsis,resilient,9225
Lodwar_PLS80_Diesel only,0.8077941556902005,Lodwar,80,Diesel only,topsis,resilient,9226
Accra_PLS80_Diesel only,0.8077941556902005,Accra,80,Diesel only,topsis,resilient,9227
Accra_PLS80_Diesel only,0.8077941556902005,Accra,80,Diesel only,topsis,resilient,9228
Lusaka_PLS80_Diesel only,0.8077941556902005,Lusaka,80,Diesel only,topsis,resilient,9229
Lodwar_PLS80_Diesel only,0.8077941556902005,Lodwar,80,Diesel only,topsis,resilient,9230
Lusaka_PLS80_Diesel only,0.8077941556902005,Lusaka,80,Diesel only,topsis,resilient,9231
Lusaka_PLS80_Diesel only,0.8077941556902005,Lusaka,80,Diesel only,topsis,resilient,9232
Lusaka_PLS85_PV+battery+diesel,0.8077650066230236,Lusaka,85,PV+battery+diesel,topsis,resilient,9233
Lusaka_PLS80_PV+battery+diesel,0.8076894035717959,Lusaka,80,PV+battery+diesel,topsis,resilient,9234
Accra_PLS80_PV+battery,0.8076820769578765,Accra,80,PV+battery,topsis,resilient,9235
Accra_PLS80_PV+battery,0.8076820769578765,Accra,80,PV+battery,topsis,resilient,9236
Accra_PLS80_PV+battery,0.8076820769578765,Accra,80,PV+battery,topsis,resilient,9237
Accra_PLS80_PV+battery,0.8076820769578765,Accra,80,PV+battery,topsis,resilient,9238
Accra_PLS80_PV+battery,0.8076820769578765,Accra,80,PV+battery,topsis,resilient,9239
